text,language
கோலி ஸ்டைலே தனி: புஜாரா,tamil
மாறன் சகோதரர்கள் ஆஜராகாததால் பிஎஸ்என்எல் முறைகேடு வழக்கு ஒத்திவைப்பு,tamil
டாக்டர்கள் வேலைநிறுத்தம் வாபஸ்: நோயாளிகள் மகிழ்ச்சி,tamil
மலிங்கா 5 வீண்: மோர்கன் அதிரடியில் வென்றது இங்கிலாந்து,tamil
விற்பனை செய்த வீட்டை காலி செய்ய மறுத்த உரிமையாளர்: குழம்பிய காவல்துறையினர்,tamil
நிரபராதின்னு நிரூபிக்கும் வரை... நடிகர் திலீப் திடீர் கடிதம்!,tamil
காஷ்மீர் பிரச்னைக்கு தீர்வு காணப்படும்: ராஜ்நாத் சிங்,tamil
பிப்.9ல் சத்ரியன் பட ட்ரெய்லர்,tamil
சென்னையில் 6 வழிப்பறி கொள்ளையர்கள் கைது,tamil
அக்டோபர் 15க்கு பின் வடகிழக்கு பருவமழை!,tamil
“பெத்த புள்ளையா வளர்த்த மரங்களெல்லாம்...?” கண்ணீர் விடும் டெல்டா மக்கள்,tamil
விவசாயிகளைச் சந்தித்தது ஏன்? நடிகர் பிரகாஷ் ராஜ் விளக்கம்,tamil
சிரியாவில் தொடரும் போர்... வைரலாகி வரும் சிறுவனின் போட்டோ,tamil
நீட் தேர்வில் தமிழக அரசின் நிலைப்பாடு மாறியது ஏன்?: சென்னை உயர்நீதிமன்றம்,tamil
ஜெயலலிதாவை எதிர்த்தது திமுக; துரோகம் செய்தவர் தினகரன்: ஸ்டாலின்,tamil
சிறுமிகளை வைத்து மோசமான பேச்சு: நித்யானந்தா ஆசிரமம் மீது நடவடிக்கை கோரி கடிதம்,tamil
‘பேட்ட’ ட்ரெய்லரும்.. அதற்குப் பின்னால் இருக்கும் ‘கொல காண்டு’ சுவாரஸ்யங்களும்..,tamil
ம.பி.யில் ஆட்சியமைக்க உரிமை கோர மாட்டோம்”- சிவராஜ் சிங் சவுகான்,tamil
எஸ்.ஐ தான் என் கணவரை திட்டமிட்டு கொன்றார் - 5 மாத கர்ப்பிணி சந்தேகம்,tamil
